Date/Time,Lat,Lon,base_code
8/1/2014 11:52,40.7646,-73.98443,Lyft
8/1/2014 11:57,40.76274,-73.95969,Lyft
8/1/2014 12:05,40.69653,-73.9392,Lyft
8/1/2014 12:06,40.73588,-73.98376,Lyft
8/1/2014 12:09,40.7553,-73.96514,Lyft
8/1/2014 12:13,40.75432,-73.9724,Lyft
8/1/2014 12:21,40.76449,-73.95994,Lyft
8/1/2014 12:24,40.69786,-73.99276,Lyft
8/1/2014 12:25,40.69368,-73.94432,Lyft
8/1/2014 12:27,40.69289,-73.94472,Lyft
8/1/2014 12:30,40.78084,-73.97882,Lyft
8/1/2014 12:41,40.7109,-73.94885,Lyft
8/1/2014 12:47,40.74854,-73.99641,Lyft
8/1/2014 12:50,40.72006,-73.94407,Lyft
8/1/2014 12:53,40.75771,-73.96651,Lyft
8/1/2014 12:54,40.72967,-73.95097,Lyft
8/1/2014 12:57,40.73422,-73.98032,Lyft
8/1/2014 13:02,40.7357,-73.9202,Lyft
8/1/2014 13:06,40.73269,-73.9876,Lyft
8/1/2014 13:08,40.72724,-73.98447,Lyft
8/1/2014 13:09,40.74204,-73.95432,Lyft
8/1/2014 13:09,40.76354,-73.96355,Lyft
8/1/2014 13:16,40.70848,-73.92211,Lyft
8/1/2014 13:19,40.69357,-73.97102,Lyft
8/1/2014 13:23,40.74486,-73.99896,Lyft
8/1/2014 13:23,40.74056,-73.97954,Lyft
8/1/2014 13:33,40.72732,-73.95281,Lyft
8/1/2014 13:37,40.70792,-74.00603,Lyft
8/1/2014 13:44,40.7252,-73.98424,Lyft
8/1/2014 13:47,40.73273,-73.99047,Lyft
8/1/2014 13:56,40.7148,-73.9495,Lyft
8/1/2014 14:02,40.80419,-73.95679,Lyft
8/1/2014 14:08,40.74027,-73.92023,Lyft
8/1/2014 14:24,40.71909,-73.98966,Lyft
8/1/2014 14:28,40.77931,-73.95505,Lyft
8/1/2014 14:29,40.72323,-73.98429,Lyft
8/1/2014 14:30,40.77931,-73.95504,Lyft
8/1/2014 14:35,40.73142,-73.97518,Lyft
8/1/2014 14:42,40.76258,-73.96113,Lyft
8/1/2014 14:52,40.71318,-73.95108,Lyft
8/1/2014 15:07,40.73112,-73.98809,Lyft
8/1/2014 15:18,40.69391,-73.96192,Lyft
8/1/2014 15:21,40.68846,-73.96357,Lyft
8/1/2014 15:28,40.75335,-73.97252,Lyft
8/1/2014 15:42,40.64224,-73.89266,Lyft
8/1/2014 15:44,40.67681,-73.95574,Lyft
8/1/2014 15:54,40.7116,-73.96636,Lyft
8/1/2014 16:18,40.65485,-73.95969,Lyft
8/1/2014 16:27,40.60327,-73.97413,Lyft
8/1/2014 16:30,40.68305,-73.97901,Lyft
8/1/2014 16:31,40.72612,-73.98003,Lyft
8/1/2014 16:44,40.70629,-73.9641,Lyft
8/1/2014 16:48,40.71116,-73.94136,Lyft
8/1/2014 17:06,40.66398,-73.9412,Lyft
8/1/2014 17:06,40.75328,-73.99605,Lyft
8/1/2014 17:13,40.67717,-73.98658,Lyft
8/1/2014 17:26,40.67969,-73.95042,Lyft
8/1/2014 17:31,40.69366,-73.94451,Lyft
8/1/2014 17:37,40.69437,-73.98721,Lyft
8/1/2014 17:38,40.75557,-73.8311,Lyft
8/1/2014 17:45,40.67192,-73.97105,Lyft
8/1/2014 17:46,40.72297,-73.97992,Lyft
8/1/2014 17:48,40.72,-73.95992,Lyft
8/1/2014 17:52,40.72035,-73.99647,Lyft
8/1/2014 18:01,40.71667,-73.98183,Lyft
8/1/2014 18:02,40.73259,-73.9814,Lyft
8/1/2014 18:07,40.6845,-73.94125,Lyft
8/1/2014 18:11,40.72014,-73.98836,Lyft
8/1/2014 18:15,40.69455,-73.98364,Lyft
8/1/2014 18:16,40.74509,-73.99019,Lyft
8/1/2014 18:20,40.74304,-73.98027,Lyft
8/1/2014 18:23,40.74535,-74.00324,Lyft
8/1/2014 18:26,40.64217,-73.89261,Lyft
8/1/2014 18:27,40.69282,-73.95736,Lyft
8/1/2014 18:30,40.74093,-74.00315,Lyft
8/1/2014 18:36,40.72115,-73.95714,Lyft
8/1/2014 18:40,40.67492,-73.92776,Lyft
8/1/2014 18:44,40.75868,-73.98005,Lyft
8/1/2014 18:45,40.68498,-73.97516,Lyft
8/1/2014 18:48,40.74258,-73.9804,Lyft
8/1/2014 18:49,40.78964,-73.95235,Lyft
8/1/2014 18:52,40.71956,-73.79447,Lyft
8/1/2014 18:55,40.71441,-73.94563,Lyft
8/1/2014 19:04,40.68173,-73.96451,Lyft
8/1/2014 19:05,40.74917,-73.96799,Lyft
8/1/2014 19:07,40.71202,-73.96331,Lyft
8/1/2014 19:18,40.77825,-73.95673,Lyft
8/1/2014 19:18,40.68943,-73.78294,Lyft
8/1/2014 19:20,40.77376,-73.95762,Lyft
8/1/2014 19:20,40.70613,-73.85864,Lyft
8/1/2014 19:24,40.71301,-73.9576,Lyft
8/1/2014 19:27,40.68928,-73.98485,Lyft
8/1/2014 19:27,40.73022,-73.8653,Lyft
8/1/2014 19:37,40.72124,-73.99745,Lyft
8/1/2014 19:46,40.7992,-73.96879,Lyft
8/1/2014 19:50,40.727,-73.9915,Lyft
8/1/2014 19:51,40.70554,-73.95161,Lyft
8/1/2014 19:51,40.71853,-73.98785,Lyft
8/1/2014 2:04,40.73003,-73.98976,Lyft
8/1/2014 2:04,40.74535,-73.99066,Lyft
8/1/2014 2:17,40.6725,-73.9573,Lyft
8/1/2014 2:18,40.72521,-73.98898,Lyft
8/1/2014 2:20,40.72802,-74.00636,Lyft
8/1/2014 2:27,40.71699,-73.95659,Lyft
8/1/2014 2:45,40.67324,-73.96469,Lyft
8/1/2014 2:46,40.74495,-73.97828,Lyft
8/1/2014 2:47,40.75526,-73.99853,Lyft
8/1/2014 2:58,40.6797,-73.95074,Lyft
8/1/2014 2:59,40.73238,-73.98187,Lyft
8/1/2014 20:04,40.76053,-73.97998,Lyft
8/1/2014 20:04,40.78019,-73.95954,Lyft
8/1/2014 20:07,40.74218,-73.99123,Lyft
8/1/2014 20:10,40.70727,-73.77253,Lyft
8/1/2014 20:14,40.69244,-73.99028,Lyft
8/1/2014 20:17,40.7404,-73.98687,Lyft
8/1/2014 20:24,40.80122,-73.96139,Lyft
8/1/2014 20:24,40.72562,-73.99656,Lyft
8/1/2014 20:25,40.70947,-74.0178,Lyft
8/1/2014 20:28,40.68956,-73.78302,Lyft
8/1/2014 20:32,40.74415,-73.98559,Lyft
8/1/2014 20:41,40.66814,-73.77167,Lyft
8/1/2014 20:47,40.79317,-73.96603,Lyft
8/1/2014 20:50,40.80611,-73.95533,Lyft
8/1/2014 20:51,40.6574,-73.74076,Lyft
8/1/2014 20:53,40.70151,-73.99364,Lyft
8/1/2014 20:58,40.75573,-73.92339,Lyft
8/1/2014 20:59,40.68731,-73.95416,Lyft
8/1/2014 21:05,40.64357,-73.97433,Lyft
8/1/2014 21:07,40.7078,-73.94615,Lyft
8/1/2014 21:08,40.75529,-73.91652,Lyft
8/1/2014 21:14,40.78216,-73.97199,Lyft
8/1/2014 21:14,40.70794,-74.00612,Lyft
8/1/2014 21:16,40.79507,-73.9664,Lyft
8/1/2014 21:16,40.70566,-73.95147,Lyft
8/1/2014 21:19,40.70222,-73.90818,Lyft
8/1/2014 21:25,40.77841,-73.98186,Lyft
8/1/2014 21:25,40.76109,-73.8769,Lyft
8/1/2014 21:28,40.68398,-73.97603,Lyft
8/1/2014 21:29,40.70767,-73.94326,Lyft
8/1/2014 21:29,40.74415,-73.98896,Lyft
8/1/2014 21:33,40.71879,-73.9957,Lyft
8/1/2014 21:37,40.73285,-73.98997,Lyft
8/1/2014 21:39,40.69042,-73.79048,Lyft
8/1/2014 21:44,40.67649,-73.99854,Lyft
8/1/2014 21:45,40.79618,-73.97236,Lyft
8/1/2014 21:45,40.76206,-73.87094,Lyft
8/1/2014 21:46,40.79232,-73.97363,Lyft
8/1/2014 21:50,40.74477,-73.98207,Lyft
8/1/2014 21:51,40.70065,-73.91717,Lyft
8/1/2014 21:52,40.74565,-73.9838,Lyft
8/1/2014 21:55,40.73121,-73.98582,Lyft
8/1/2014 21:57,40.71651,-73.99715,Lyft
8/1/2014 21:58,40.74531,-73.99105,Lyft
8/1/2014 22:06,40.79617,-73.97129,Lyft
8/1/2014 22:06,40.77479,-73.98089,Lyft
8/1/2014 22:15,40.72574,-73.99991,Lyft
8/1/2014 22:15,40.72254,-73.99704,Lyft
8/1/2014 22:15,40.73003,-73.9429,Lyft
8/1/2014 22:15,40.70406,-73.98682,Lyft
8/1/2014 22:17,40.7148,-73.95974,Lyft
8/1/2014 22:19,40.756,-74.00257,Lyft
8/1/2014 22:21,40.75067,-73.97887,Lyft
8/1/2014 22:22,40.67572,-73.95496,Lyft
8/1/2014 22:24,40.6441,-73.78264,Lyft
8/1/2014 22:26,40.73556,-73.99266,Lyft
8/1/2014 22:27,40.67871,-73.98015,Lyft
8/1/2014 22:31,40.77312,-73.96666,Lyft
8/1/2014 22:34,40.75417,-73.99417,Lyft
8/1/2014 22:35,40.73701,-73.98279,Lyft
8/1/2014 22:35,40.77494,-73.90901,Lyft
8/1/2014 22:37,40.72151,-74.00217,Lyft
8/1/2014 22:38,40.68747,-73.97716,Lyft
8/1/2014 22:39,40.76066,-73.97827,Lyft
8/1/2014 22:42,40.65869,-73.77471,Lyft
8/1/2014 22:46,40.69301,-73.98623,Lyft
8/1/2014 22:48,40.73995,-73.99077,Lyft
8/1/2014 22:48,40.71865,-73.96199,Lyft
8/1/2014 22:53,40.72816,-73.99888,Lyft
8/1/2014 22:55,40.77831,-73.9818,Lyft
8/1/2014 22:56,40.65055,-73.73294,Lyft
8/1/2014 22:59,40.72955,-73.98711,Lyft
8/1/2014 23:01,40.75213,-73.95111,Lyft
8/1/2014 23:03,40.75726,-73.96269,Lyft
8/1/2014 23:06,40.70317,-73.98685,Lyft
8/1/2014 23:08,40.75235,-73.99174,Lyft
8/1/2014 23:08,40.73379,-73.9896,Lyft
8/1/2014 23:09,40.77522,-73.91954,Lyft
8/1/2014 23:14,40.65502,-73.7319,Lyft
8/1/2014 23:15,40.70563,-73.9517,Lyft
8/1/2014 23:16,40.73782,-73.99003,Lyft
8/1/2014 23:17,40.7422,-74.00615,Lyft
8/1/2014 23:18,40.71388,-73.97726,Lyft
8/1/2014 23:19,40.70781,-73.94604,Lyft
8/1/2014 23:21,40.73372,-73.98787,Lyft
8/1/2014 23:21,40.67626,-73.97122,Lyft
8/1/2014 23:22,40.71773,-73.99035,Lyft
8/1/2014 23:22,40.78577,-73.95071,Lyft
8/1/2014 23:23,40.74981,-73.97505,Lyft
8/1/2014 23:24,40.6942,-73.77663,Lyft
8/1/2014 23:25,40.74008,-74.00307,Lyft
8/1/2014 23:28,40.73599,-73.99769,Lyft
8/1/2014 23:28,40.71179,-73.96043,Lyft
8/1/2014 23:34,40.80706,-73.96262,Lyft
8/1/2014 23:35,40.75537,-73.98535,Lyft
8/1/2014 23:40,40.70335,-73.95732,Lyft
8/1/2014 23:44,40.73687,-73.97446,Lyft
8/1/2014 23:44,40.7302,-74.00271,Lyft
8/1/2014 23:44,40.71634,-73.98772,Lyft
8/1/2014 23:46,40.74189,-73.99054,Lyft
8/1/2014 23:48,40.69369,-73.95694,Lyft
8/1/2014 23:49,40.67881,-73.96982,Lyft
8/1/2014 23:51,40.72395,-73.97843,Lyft
8/1/2014 23:52,40.75077,-73.97234,Lyft
8/1/2014 23:59,40.74203,-73.99042,Lyft
8/1/2014 3:12,40.80456,-73.95531,Lyft
8/1/2014 3:24,40.68451,-73.93976,Lyft
8/1/2014 3:26,40.70176,-73.96198,Lyft
8/1/2014 3:32,40.7155,-73.95395,Lyft
8/1/2014 3:32,40.71209,-73.96351,Lyft
8/1/2014 3:34,40.7427,-73.93397,Lyft
8/1/2014 3:41,40.78085,-73.95088,Lyft
8/1/2014 3:41,40.68436,-73.91379,Lyft
8/1/2014 3:44,40.67344,-73.93425,Lyft
8/1/2014 4:06,40.71235,-73.96457,Lyft
8/1/2014 4:12,40.71197,-73.96319,Lyft
8/1/2014 4:14,40.71797,-73.95756,Lyft
8/1/2014 4:15,40.74941,-73.94051,Lyft
8/1/2014 4:18,40.70865,-73.95196,Lyft
8/1/2014 4:23,40.70478,-73.93311,Lyft
8/1/2014 4:31,40.73212,-74.00371,Lyft
8/1/2014 4:42,40.73387,-74.00265,Lyft
8/1/2014 4:46,40.76045,-73.97978,Lyft
8/1/2014 5:00,40.77833,-73.95276,Lyft
8/1/2014 5:04,40.80635,-73.95397,Lyft
8/1/2014 5:06,40.72098,-73.95686,Lyft
8/1/2014 5:07,40.74768,-73.98676,Lyft
8/1/2014 5:26,40.76946,-73.982,Lyft
8/1/2014 5:30,40.78418,-73.94905,Lyft
8/1/2014 5:52,40.71459,-73.95794,Lyft
8/1/2014 6:30,40.71844,-73.96316,Lyft
8/1/2014 6:52,40.67548,-73.93868,Lyft
8/1/2014 7:03,40.74701,-73.8896,Lyft
8/1/2014 8:12,40.712,-73.95129,Lyft
8/1/2014 9:16,40.72154,-74.00463,Lyft
8/10/2014 0:00,40.72891,-73.98658,Lyft
8/10/2014 0:00,40.74395,-73.98572,Lyft
8/10/2014 0:00,40.73831,-74.00024,Lyft
8/10/2014 0:00,40.63596,-74.0088,Lyft
8/10/2014 0:01,40.66092,-73.96078,Lyft
8/10/2014 0:02,40.72999,-73.99922,Lyft
8/10/2014 0:03,40.70136,-73.99416,Lyft
8/10/2014 0:03,40.73526,-73.98282,Lyft
8/10/2014 0:03,40.76562,-73.86237,Lyft
8/10/2014 0:04,40.69583,-73.93869,Lyft
8/10/2014 0:05,40.74845,-73.98877,Lyft
8/10/2014 0:06,40.77941,-73.94944,Lyft
8/10/2014 0:06,40.72036,-74.00122,Lyft
8/10/2014 0:06,40.73836,-73.99916,Lyft
8/10/2014 0:06,40.70671,-73.94954,Lyft
8/10/2014 0:06,40.77652,-73.97646,Lyft
8/10/2014 0:06,40.62954,-73.96659,Lyft
8/10/2014 0:07,40.6934,-73.9403,Lyft
8/10/2014 0:07,40.70808,-74.01375,Lyft
8/10/2014 0:08,40.70943,-74.01312,Lyft
8/10/2014 0:08,40.68567,-73.97333,Lyft
8/10/2014 0:08,40.71084,-73.95811,Lyft
8/10/2014 0:09,40.75504,-73.99437,Lyft
8/10/2014 0:09,40.70894,-73.99855,Lyft
8/10/2014 0:10,40.71385,-73.94165,Lyft
8/10/2014 0:10,40.7541,-73.98235,Lyft
8/10/2014 0:10,40.73322,-73.99186,Lyft
8/10/2014 0:10,40.76301,-73.97187,Lyft
8/10/2014 0:10,40.73029,-73.98937,Lyft
8/10/2014 0:11,40.68681,-73.91942,Lyft
8/10/2014 0:11,40.68384,-73.97435,Lyft
8/10/2014 0:11,40.75586,-73.99623,Lyft
8/10/2014 0:11,40.72962,-73.98982,Lyft
8/10/2014 0:11,40.7477,-73.97329,Lyft
8/10/2014 0:12,40.72598,-73.98358,Lyft
8/10/2014 0:13,40.76266,-73.86532,Lyft
8/10/2014 0:14,40.73499,-73.99121,Lyft
8/10/2014 0:14,40.66554,-73.97866,Lyft
8/10/2014 0:14,40.72714,-73.81257,Lyft
8/10/2014 0:15,40.72839,-73.99849,Lyft
8/10/2014 0:15,40.67069,-73.87425,Lyft
8/10/2014 0:16,40.76099,-73.98309,Lyft
8/10/2014 0:16,40.75241,-73.94749,Lyft
8/10/2014 0:16,40.70844,-74.00481,Lyft
8/10/2014 0:17,40.73069,-73.99264,Lyft
8/10/2014 0:17,40.71518,-73.96007,Lyft
8/10/2014 0:17,40.7226,-73.98295,Lyft
8/10/2014 0:17,40.7185,-73.98755,Lyft
8/10/2014 0:18,40.72639,-73.98984,Lyft
8/10/2014 0:18,40.70674,-74.00716,Lyft
8/10/2014 0:19,40.77915,-73.98289,Lyft
8/10/2014 0:19,40.71684,-73.95433,Lyft
8/10/2014 0:20,40.77229,-73.98256,Lyft
8/10/2014 0:20,40.70097,-73.94091,Lyft
8/10/2014 0:20,40.76447,-73.97922,Lyft
8/10/2014 0:21,40.67854,-73.97581,Lyft
8/10/2014 0:22,40.71569,-73.94712,Lyft
8/10/2014 0:22,40.75426,-73.96321,Lyft
8/10/2014 0:23,40.69216,-73.98269,Lyft
8/10/2014 0:23,40.72511,-73.95732,Lyft
8/10/2014 0:24,40.67933,-73.96268,Lyft
8/10/2014 0:25,40.74191,-74.00396,Lyft
8/10/2014 0:25,40.70545,-74.0045,Lyft
8/10/2014 0:26,40.71947,-73.99782,Lyft
8/10/2014 0:27,40.72087,-73.95894,Lyft
8/10/2014 0:27,40.72254,-73.99159,Lyft
8/10/2014 0:27,40.62974,-74.0048,Lyft
8/10/2014 0:28,40.6778,-73.97949,Lyft
8/10/2014 0:28,40.77093,-73.95147,Lyft
8/10/2014 0:28,40.70648,-74.00923,Lyft
8/10/2014 0:29,40.72531,-73.99937,Lyft
8/10/2014 0:30,40.73974,-73.97962,Lyft
8/10/2014 0:30,40.7163,-74.0076,Lyft
8/10/2014 0:30,40.6995,-73.95243,Lyft
8/10/2014 0:30,40.68112,-73.97614,Lyft
8/10/2014 0:30,40.70556,-73.9592,Lyft
8/10/2014 0:30,40.87406,-73.87936,Lyft
8/10/2014 0:31,40.73519,-74.00328,Lyft
8/10/2014 0:31,40.72098,-73.94526,Lyft
8/10/2014 0:31,40.67086,-73.95256,Lyft
8/10/2014 0:32,40.67372,-73.95912,Lyft
8/10/2014 0:33,40.73437,-73.99892,Lyft
8/10/2014 0:33,40.78521,-73.94768,Lyft
8/10/2014 0:33,40.80127,-73.96364,Lyft
8/10/2014 0:33,40.77855,-73.96441,Lyft
8/10/2014 0:34,40.6984,-73.99436,Lyft
8/10/2014 0:34,40.77011,-73.96254,Lyft
8/10/2014 0:34,40.70221,-73.92135,Lyft
8/10/2014 0:34,40.76067,-73.99459,Lyft
8/10/2014 0:34,40.76387,-73.98496,Lyft
8/10/2014 0:35,40.76321,-73.9846,Lyft
8/10/2014 0:35,40.7284,-74.00333,Lyft
8/10/2014 0:36,40.72896,-73.98838,Lyft
8/10/2014 0:36,40.72246,-73.98715,Lyft
8/10/2014 0:36,40.75177,-73.96889,Lyft
8/10/2014 0:37,40.7212,-73.97783,Lyft
8/10/2014 0:38,40.73335,-74.00495,Lyft
8/10/2014 0:38,40.68959,-73.99899,Lyft
8/10/2014 0:38,40.73274,-73.97438,Lyft
8/10/2014 0:39,40.74627,-73.99035,Lyft
8/10/2014 0:41,40.78478,-73.97722,Lyft
8/10/2014 0:41,40.74039,-74.00935,Lyft
8/10/2014 0:42,40.74221,-73.96137,Lyft
8/10/2014 0:42,40.75196,-73.98504,Lyft
8/10/2014 0:42,40.67979,-73.93839,Lyft
8/10/2014 0:42,40.73054,-74.00462,Lyft
8/10/2014 0:43,40.76851,-73.98509,Lyft
8/10/2014 0:43,40.67969,-73.99523,Lyft
8/10/2014 0:43,40.65102,-73.96009,Lyft
8/10/2014 0:44,40.7454,-73.98517,Lyft
8/10/2014 0:44,40.74486,-73.99509,Lyft
8/10/2014 0:44,40.74833,-74.00375,Lyft
8/10/2014 0:44,40.77221,-73.96316,Lyft
8/10/2014 0:44,40.74992,-73.96903,Lyft
8/10/2014 0:45,40.76538,-73.97759,Lyft
8/10/2014 0:46,40.686,-73.97439,Lyft
8/10/2014 0:46,40.76608,-73.99715,Lyft
8/10/2014 0:46,40.67744,-73.94551,Lyft
8/10/2014 0:46,40.7683,-73.96371,Lyft
8/10/2014 0:47,40.65337,-74.00898,Lyft
8/10/2014 0:47,40.68971,-73.97609,Lyft
8/10/2014 0:48,40.73174,-73.98565,Lyft
8/10/2014 0:48,40.78577,-73.95315,Lyft
8/10/2014 0:48,40.74523,-73.99111,Lyft
8/10/2014 0:48,40.76148,-73.9637,Lyft
8/10/2014 0:49,40.74713,-73.99671,Lyft
8/10/2014 0:49,40.69611,-73.96459,Lyft
8/10/2014 0:49,40.69606,-73.98247,Lyft
8/10/2014 0:50,40.73052,-74.00002,Lyft
8/10/2014 0:51,40.79083,-73.98128,Lyft
8/10/2014 0:52,40.72694,-74.00027,Lyft
8/10/2014 0:52,40.74446,-73.98295,Lyft
8/10/2014 0:52,40.70394,-73.94185,Lyft
8/10/2014 0:53,40.72735,-74.00702,Lyft
8/10/2014 0:53,40.70025,-73.96224,Lyft
8/10/2014 0:53,40.63978,-74.00514,Lyft
8/10/2014 0:54,40.74017,-73.98424,Lyft
8/10/2014 0:54,40.82251,-73.95754,Lyft
8/10/2014 0:55,40.69931,-73.91241,Lyft
8/10/2014 0:55,40.76038,-74.00271,Lyft
8/10/2014 0:55,40.7671,-73.95352,Lyft
8/10/2014 0:55,40.72518,-73.9841,Lyft
8/10/2014 0:55,40.70532,-73.95959,Lyft
8/10/2014 0:55,40.74521,-73.98678,Lyft
8/10/2014 0:55,40.72811,-73.98203,Lyft
8/10/2014 0:56,40.73566,-74.00779,Lyft
8/10/2014 0:56,40.78626,-73.97795,Lyft
8/10/2014 0:56,40.72841,-74.00337,Lyft
8/10/2014 0:57,40.79964,-73.95205,Lyft
8/10/2014 0:58,40.63345,-73.95207,Lyft
8/10/2014 0:58,40.74663,-73.99573,Lyft
8/10/2014 0:58,40.76142,-73.98675,Lyft
8/10/2014 0:59,40.78503,-73.94943,Lyft
8/10/2014 0:59,40.72757,-74.00112,Lyft
8/10/2014 0:59,40.70301,-73.92977,Lyft
8/10/2014 0:59,40.69027,-73.90526,Lyft
8/10/2014 1:00,40.74015,-73.99466,Lyft
8/10/2014 1:00,40.767,-73.92918,Lyft
8/10/2014 1:00,40.69319,-73.99089,Lyft
8/10/2014 1:00,40.73907,-74.00093,Lyft
8/10/2014 1:00,40.73305,-73.9843,Lyft
8/10/2014 1:01,40.75564,-73.91621,Lyft
8/10/2014 1:02,40.76991,-73.98465,Lyft
8/10/2014 1:02,40.68123,-73.86338,Lyft
8/10/2014 1:03,40.76932,-73.98142,Lyft
8/10/2014 1:03,40.68163,-73.95132,Lyft
8/10/2014 1:03,40.6365,-73.92097,Lyft
8/10/2014 1:04,40.76744,-73.99066,Lyft
8/10/2014 1:04,40.7425,-74.00878,Lyft
8/10/2014 1:04,40.74207,-73.97801,Lyft
8/10/2014 1:04,40.7259,-73.98964,Lyft
8/10/2014 1:05,40.74262,-73.99613,Lyft
8/10/2014 1:05,40.73085,-73.97388,Lyft
8/10/2014 1:05,40.71387,-73.99795,Lyft
8/10/2014 1:05,40.65654,-73.96218,Lyft
8/10/2014 1:05,40.65811,-74.00345,Lyft
8/10/2014 1:05,40.69749,-73.9505,Lyft
8/10/2014 1:05,40.75592,-73.97093,Lyft
8/10/2014 1:06,40.7325,-73.99008,Lyft
8/10/2014 1:06,40.76634,-73.92775,Lyft
8/10/2014 1:06,40.80187,-73.94918,Lyft
8/10/2014 1:06,40.62572,-74.00122,Lyft
8/10/2014 1:06,40.67629,-73.9193,Lyft
8/10/2014 1:07,40.64781,-73.9628,Lyft
8/10/2014 1:07,40.73247,-73.98312,Lyft
8/10/2014 1:08,40.80731,-73.9496,Lyft
8/10/2014 1:09,40.7462,-74.00153,Lyft
8/10/2014 1:09,40.68947,-73.99692,Lyft
8/10/2014 1:09,40.71629,-73.99663,Lyft
8/10/2014 1:10,40.75731,-73.9997,Lyft
8/10/2014 1:11,40.74555,-73.9824,Lyft
8/10/2014 1:13,40.74032,-73.98667,Lyft
8/10/2014 1:13,40.73363,-73.98198,Lyft
8/10/2014 1:13,40.66321,-73.99144,Lyft
8/10/2014 1:13,40.76087,-73.98677,Lyft
8/10/2014 1:14,40.75496,-73.99413,Lyft
8/10/2014 1:15,40.74302,-73.98447,Lyft
8/10/2014 1:15,40.75965,-73.97571,Lyft
8/10/2014 1:15,40.73623,-73.98277,Lyft
8/10/2014 1:16,40.78583,-73.98018,Lyft
8/10/2014 1:16,40.72464,-74.00072,Lyft
8/10/2014 1:16,40.73791,-73.99221,Lyft
8/10/2014 1:16,40.7447,-73.97594,Lyft
8/10/2014 1:17,40.67789,-73.98267,Lyft
8/10/2014 1:17,40.7429,-73.9846,Lyft
8/10/2014 1:17,40.72696,-73.97828,Lyft
8/10/2014 1:17,40.69957,-73.91921,Lyft
8/10/2014 1:17,40.79585,-73.9478,Lyft
8/10/2014 1:17,40.74312,-73.98154,Lyft
8/10/2014 1:17,40.73487,-73.98146,Lyft
8/10/2014 1:18,40.76743,-73.98233,Lyft
8/10/2014 1:20,40.70609,-74.01305,Lyft
8/10/2014 1:20,40.77509,-73.95316,Lyft
8/10/2014 1:21,40.77363,-73.94572,Lyft
8/10/2014 1:21,40.79153,-73.96484,Lyft
8/10/2014 1:21,40.66949,-73.92656,Lyft
8/10/2014 1:22,40.77233,-73.98218,Lyft
8/10/2014 1:24,40.76019,-73.98675,Lyft
8/10/2014 1:24,40.74922,-73.99202,Lyft
8/10/2014 1:26,40.7775,-73.97516,Lyft
8/10/2014 1:26,40.73382,-73.99058,Lyft
8/10/2014 1:26,40.71457,-74.01353,Lyft
8/10/2014 1:26,40.70567,-73.96674,Lyft
8/10/2014 1:26,40.74272,-73.99293,Lyft
8/10/2014 1:27,40.68202,-73.98294,Lyft
8/10/2014 1:27,40.68641,-73.95558,Lyft
8/10/2014 1:28,40.73481,-73.98602,Lyft
8/10/2014 1:28,40.7173,-73.99893,Lyft
